node_id,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27
2366,-0.547747,-3.96676,-0.071458,2.228134,-3.839844,1.396116,2.460442,-3.456983,-1.793715,-0.168096,-1.343158,-3.693572,-3.14232,0.334089,3.671523,-2.003912,-4.499458,-3.175844,0.770367,-1.936739,-2.026181,0.380344,-2.797556,0.55411,0.783539,-3.238758,-2.36301,2.877515
2367,0.620806,-0.09226,-0.483237,-0.435287,0.946727,-2.406616,-1.769209,0.711757,1.867845,0.692299,-1.335597,-0.744581,-1.279632,-1.350382,-0.844058,0.714025,1.860016,0.91577,0.183237,0.469913,-0.201054,-0.485446,1.766036,-0.099941,-1.0541,3.567789,-1.098275,-0.62678
2368,0.309277,0.335693,1.35547,1.959931,0.708963,-5.210465,-2.011955,1.899548,2.143839,1.92769,-2.361916,-0.587376,-0.875577,-1.583292,-0.888519,1.412862,0.283334,0.619669,-0.923356,1.049221,3.08309,-0.442595,3.004427,-1.269707,0.365947,4.50995,-2.52056,-1.051724
2369,1.337477,-1.670481,1.159206,3.325083,-2.358808,-2.739752,0.307215,-0.366896,1.292473,1.600432,-2.218741,-3.573519,-2.546274,-1.336786,1.840441,0.293172,-2.562527,-2.679554,-0.973613,-0.48319,0.667597,0.296672,-0.014495,-0.188783,0.133375,0.179979,-3.50231,1.342245
2370,-0.770636,-0.528789,-0.394471,0.145454,-0.388275,0.496993,0.449474,0.347644,-0.572384,-0.718063,1.040921,-0.131794,-0.149258,0.043658,0.355899,-0.004615,-0.712484,-0.107217,0.641791,-0.258516,-0.763487,-0.342378,0.639631,0.916657,0.955951,-0.284963,0.56659,-0.552601
2371,-1.06517,3.386429,-0.577811,-1.502471,3.153741,-0.761974,-0.592435,1.564094,0.727573,-0.721665,1.784063,2.76703,2.313177,1.259938,-2.5147,0.571834,3.24401,1.742289,0.902493,1.790458,1.444618,0.047775,1.695516,-1.09049,0.182066,1.268992,3.114726,-1.843777
2372,-2.900552,-2.773084,0.372001,-0.315905,0.274411,0.449562,0.614643,-2.073324,-1.419842,1.471742,-2.831147,0.971055,-0.509659,0.027216,0.667351,-1.554269,-0.16792,1.360917,-1.572247,-0.836814,-0.631293,0.516386,0.742982,-0.01696,-0.783812,2.251828,0.892967,0.000281
2373,-1.211627,-1.351197,-1.673671,-5.752849,2.784937,1.235328,-3.71414,-0.884788,-0.63834,1.839223,-0.842299,2.092259,-0.845135,-1.862229,-0.952435,-1.029468,3.489808,4.567593,-1.592124,-0.026106,-1.028496,0.124009,1.917981,0.629085,-2.796228,5.591379,3.815364,-2.355638
2374,-2.940777,0.386991,0.193438,0.771427,2.769787,-2.791017,0.001282,0.834561,0.880115,0.158465,-0.42945,1.679802,1.394337,0.169072,-2.322955,-1.323484,2.287565,2.202976,-0.240941,0.485869,1.873787,0.749643,3.686048,-0.108933,0.320159,4.404871,0.36217,-2.099789
2375,-1.637524,-0.221039,0.338549,-1.167891,1.797815,-1.029333,-1.315741,-0.590387,0.173699,1.383512,-1.022032,1.137547,0.346349,-1.272718,-1.550919,0.143645,2.111854,1.94458,-1.008325,0.470696,1.095452,0.91752,2.412024,-0.095581,-0.74997,3.695742,0.889666,-2.042315
2376,-0.484285,-3.153721,-1.735098,-1.06934,-0.202447,1.562585,0.274966,-1.771531,-1.390377,0.729472,-0.472951,-1.530518,-1.32466,-1.221544,-0.179282,-2.511841,-0.489682,1.812076,-0.641354,-0.983302,-2.191929,1.313053,-0.066881,1.689784,-0.856056,1.919023,0.891393,0.07039
2377,-0.215296,0.480366,0.782222,2.063421,0.516438,-3.840999,-0.871396,0.95262,1.748655,1.804549,-1.410703,-1.072443,-0.463043,-0.885771,-0.834052,0.612228,0.613043,-0.291475,-0.594071,0.698043,1.267462,0.12365,1.685095,-0.787458,0.397954,3.175048,-1.481705,-0.579304
2378,-2.217934,-0.779284,-1.701663,-2.371029,1.767092,1.002613,-1.574845,0.002649,-0.565453,0.594607,0.221119,0.669775,1.219385,-1.110338,-1.994855,-1.620107,1.968949,4.066668,0.11167,0.606915,-1.074349,0.56367,1.777977,1.325888,-0.709739,3.564662,3.382602,-2.737457
2379,0.692687,-1.075404,-1.133449,-1.393369,-0.874783,1.708065,-0.683552,-1.322414,-1.028763,-0.266749,0.048103,-1.738464,-0.34853,-0.880294,-0.302577,-1.877431,-0.047921,0.93803,0.355596,-0.401978,-2.364524,1.098747,-0.160302,1.129955,-1.011013,0.752129,0.894355,0.103706
2380,-1.436325,-1.965402,-2.224852,0.543442,0.0023,1.519604,-0.384167,-0.88731,-1.94925,0.264312,-0.218177,-3.169103,-0.198082,-2.225341,-1.109068,-2.524877,-0.468486,2.393492,0.326894,-1.359636,-2.292211,1.899718,0.785444,2.89235,-0.250813,2.802861,1.174475,-1.300718
2381,1.612379,4.609918,-0.194815,0.637105,1.931191,-2.286705,-1.737084,2.910867,2.378328,-0.797847,1.526323,0.974619,1.792487,0.159327,-2.661013,1.633101,3.141295,0.802546,1.031645,1.813822,1.379626,-0.279871,1.333466,-1.228165,0.162109,0.494552,0.308501,-1.536235
2382,-2.929885,-3.205651,-0.203192,4.069852,-2.503333,1.049473,4.750047,-2.452699,-2.744575,-0.967108,1.275755,-2.160801,0.822994,0.854712,-0.133589,-3.689288,-4.304634,-1.238676,1.346474,-1.573921,-0.653535,2.676543,-1.19372,1.705024,3.256632,-1.589618,-0.214639,1.155648
2383,-0.811511,1.000096,-0.548774,2.206456,1.797394,-2.305481,-1.199276,2.110583,0.979888,-0.257119,0.578843,-1.472365,1.314961,-0.620501,-3.282035,-0.722537,0.84567,1.307178,0.868544,0.106395,0.609424,0.669143,1.814565,1.022843,0.734788,2.517749,-0.248078,-1.383999
2384,-0.159113,0.674016,-1.660214,0.535663,0.934594,0.770314,0.072823,0.895582,-0.301001,-1.367993,1.556777,-2.304571,0.8048,-0.587983,-1.929505,-0.049001,0.323608,0.311369,0.897641,-0.218569,-0.799777,0.820017,0.11285,1.315708,0.988436,0.314548,0.943354,-0.52525
2385,-1.490706,2.490781,0.642775,1.679066,1.453104,-2.459036,1.434579,2.19467,1.289373,-0.432973,0.825466,1.895115,2.11113,1.426248,-2.803827,0.186062,1.77547,1.645726,0.010585,0.173045,2.308965,-0.253839,3.104865,-0.33682,1.495441,2.083106,1.05775,-1.941949
2386,-2.648151,-3.87418,-0.210019,0.14441,-0.806707,2.041304,1.875032,-2.528959,-2.415618,0.780618,-1.422385,-1.701913,-0.679686,-0.989607,0.394525,-2.588207,-1.511064,0.996793,-0.492821,-2.420563,-1.960715,1.27313,-0.399994,1.535299,-0.27247,1.931652,1.449919,0.369708
2387,-1.305613,1.118198,-0.741887,-1.987866,1.24403,2.807834,0.639186,-0.18835,-1.077821,-1.465649,2.296151,2.230066,2.713558,1.149116,-1.523279,-0.803057,0.801274,1.416611,1.063138,-0.321635,-0.158515,0.411792,0.464833,1.285027,-0.635458,-0.127525,3.451772,-0.850576
2388,-3.384501,-0.460582,0.287474,0.947737,1.039863,0.298278,2.485934,-0.063092,-0.853657,-0.430882,0.953609,1.893508,2.144134,1.418753,-1.30458,-1.419011,0.311211,0.5594,0.213485,-0.00714,1.185672,0.582281,0.526741,0.459964,1.494102,-0.386066,1.647555,-1.653325
2389,0.743615,2.222877,-0.929665,0.559326,-1.926079,2.686127,2.859506,-0.263033,-1.760855,-2.592275,3.039753,0.098303,0.58985,1.813165,1.049694,0.407436,-1.765443,-2.147542,1.63813,0.185781,-1.315669,0.593244,-2.926545,-0.186967,0.913589,-6.035887,-0.553533,1.95252
2390,-1.700643,-0.615272,1.150214,-1.759218,2.421607,-0.516836,-0.908476,-0.560977,0.302046,0.599179,-1.420549,4.197738,-0.268645,0.091857,0.161751,-0.105231,2.306313,2.752663,-1.936349,0.421968,1.620895,-0.561841,2.675356,-0.388475,-0.01696,2.988683,2.975256,-1.391218
2391,-2.259558,1.076152,-0.219616,2.261179,-0.123842,0.090856,2.713958,-0.397869,-1.075015,-0.95241,2.134613,0.306312,1.885579,1.927079,-1.448642,-1.136031,-0.726991,0.282379,1.192756,-0.577307,0.235817,1.144212,0.261908,1.351174,2.051477,-2.199546,1.378256,-0.752705
2392,0.918631,1.557507,-0.868488,3.068187,-0.233866,-2.737156,-0.559755,1.382232,1.719484,0.483528,-0.10212,-2.907811,0.584073,-1.200366,-2.200026,-0.520286,0.030303,-0.490966,0.718231,0.304814,0.389614,0.695715,1.713435,0.150498,1.711845,1.839975,-2.088318,-1.024734
2393,1.90776,1.90365,1.981099,1.383208,-0.456263,-0.395318,1.062815,0.570686,0.806663,-1.160785,1.512042,0.894626,0.782302,1.889479,1.271313,1.456382,-0.341188,-2.173222,0.614987,0.829964,1.35545,-1.390482,-2.049896,-1.575405,0.626684,-3.452387,-1.679763,0.233778
2394,-0.990128,1.695076,-0.066173,-1.027109,3.365051,-1.440768,-1.606065,1.076328,0.776521,0.608339,0.222285,2.325432,2.008824,-0.475238,-2.112288,0.036882,2.99627,3.148148,-0.564293,1.311703,1.177501,-0.16733,2.508705,-0.795105,-0.711277,4.107709,2.8575,-2.180522
2395,1.08196,2.96609,-0.774857,-3.808317,3.364261,1.139856,-2.60073,1.259709,0.92445,-0.293531,1.279091,3.672849,0.809069,-0.166033,-0.902099,1.918607,3.899561,2.297983,-0.58437,1.295739,-0.693583,-1.059998,1.034613,-0.695272,-2.018133,0.996048,1.917574,-1.493986
2396,0.583501,-1.872176,1.184294,3.813562,-4.082759,1.782999,4.892002,-2.071881,-2.072126,-1.657706,0.791765,-2.96019,-0.708089,2.214903,3.42561,-1.14729,-5.334169,-3.470539,0.977756,-1.321853,-0.686311,1.243544,-4.39755,0.201008,1.917482,-6.671939,-2.199171,3.364973
2397,-0.384035,-0.504567,1.046807,1.59866,1.118389,-4.294672,-1.746887,1.375634,2.004765,2.394179,-2.364531,-0.566435,-0.917646,-1.287367,-0.809652,0.317223,0.949872,0.00648,-0.541431,0.335201,3.08042,-0.000746,2.911803,-0.608548,-0.051416,4.374523,-2.203592,-1.11773
2398,1.988085,3.266109,-0.1034,-0.551702,2.13655,-0.737236,-1.167641,2.147928,1.230675,-0.83159,2.074543,1.797852,1.341794,0.621159,-1.243034,2.157634,2.475263,-0.24067,0.208523,1.677965,0.874564,-0.250331,1.575971,-0.852652,0.314069,-0.638472,0.46868,-1.006546
2399,-0.768364,-2.443035,1.588549,0.440837,-0.614377,-0.29157,1.331767,-1.44092,-1.16028,0.691282,-1.346719,-0.264494,-1.821721,0.319846,2.686639,0.010389,-2.045788,-1.671187,-0.788084,-0.409886,-0.347355,0.028127,-2.371586,-0.243588,0.109636,-1.828639,-0.951385,2.039003
2400,-1.733682,-0.427789,0.128309,0.290169,0.730349,1.175401,1.009308,-0.155345,-0.415436,0.32014,0.744415,-0.151581,0.387549,0.480017,-0.770512,-0.744193,0.123694,1.200675,0.498376,0.088175,0.190075,0.623218,0.676409,1.148088,0.838653,0.29771,1.385557,-0.987845
2401,-2.390999,-1.068725,0.59689,3.469078,-0.949794,-0.458279,3.359048,-0.702401,-0.510239,0.112859,0.377466,-1.309372,1.14389,0.609372,-0.196041,-1.59852,-2.320448,-0.56392,1.126359,-1.465703,0.799903,0.995264,0.127449,1.086611,1.218627,-0.808279,-0.564456,0.445724
2402,-1.4709,-0.492496,-0.452291,-0.473015,0.565124,1.570167,0.202719,-0.727109,-0.552415,-1.026286,1.186487,1.11042,0.123156,0.556813,-1.372752,-0.76375,0.276737,0.963777,-0.147578,-0.54239,-0.282056,0.568103,-0.301405,0.725308,0.393049,0.262834,1.249812,-0.530721
2403,-4.999055,-4.753067,1.193353,4.04763,-0.509186,-3.205658,3.027904,-0.482181,-0.364873,2.382812,-3.767942,-0.668329,-1.148148,-0.647148,0.097614,-2.887329,-1.739701,0.898575,-1.180983,-1.639417,1.544273,1.862469,2.748722,1.05495,1.075485,3.980495,-0.507502,-0.33145
2404,2.472358,2.128231,1.041892,0.7858,-0.557364,-0.389693,0.322561,0.703682,0.511893,-1.004562,-3.585495,-5.188455,-3.419097,-3.487498,-3.445381,-1.034598,-4.245576,-5.524545,-4.62971,-3.888431,-0.199292,-1.077409,-1.377035,-0.98795,-0.303272,-2.091866,-0.725616,0.640545
2405,0.634783,-1.548946,-0.302183,1.209418,-0.76525,-1.70206,-0.794743,-0.404843,0.121753,0.570495,-1.876396,-3.828453,-2.652098,-1.818274,-0.021183,-0.575177,-1.86917,-0.830222,-0.219852,-0.908341,-1.087099,1.165868,0.745905,1.002273,0.051517,1.737862,-2.473843,0.561596
2406,-3.923617,0.992661,3.086562,1.798345,2.022559,-3.72946,1.767489,1.638299,1.171603,1.268317,-1.478898,4.257504,1.998081,0.705893,-0.752469,0.554965,2.068679,0.745408,-1.725709,1.258073,4.01719,0.361029,3.24001,-1.777986,1.292582,2.704189,0.625879,-1.912379
2407,2.423967,0.989251,-0.042571,-4.727857,1.593011,0.445273,-3.842826,0.850013,0.895382,0.118468,-0.342629,2.557945,-0.998684,-0.555468,0.345916,1.72218,4.328703,1.7455,-1.531051,0.620889,-0.695465,-2.500684,0.030892,-1.178815,-2.383791,2.389185,2.200854,-1.678607
2408,0.941201,1.406719,0.433926,4.011375,0.139076,-2.473427,0.809821,0.857114,1.397668,-0.516093,1.039403,0.381299,0.41156,0.801902,-0.558588,0.442052,-0.517859,-1.42951,0.719794,0.4215,1.945596,0.257793,0.390191,-0.750205,1.535126,-0.891941,-1.874858,-0.124394
2409,1.166659,-1.604849,-1.046914,-2.865087,-1.878452,3.319273,0.550024,-1.83392,-1.477652,0.271003,-0.82133,-0.565772,-1.306404,-0.118903,2.27216,-0.339287,-1.982397,-0.551125,-0.443826,0.010971,-2.878278,-1.031484,-2.635845,0.244592,-0.745857,-1.63524,0.553315,1.786039
2410,-1.434204,0.220367,0.642025,0.520325,0.916869,-1.911238,0.532535,0.023818,0.568786,0.733833,-0.231812,1.323283,0.399396,0.571737,-0.766797,-0.243754,0.962615,0.659316,-0.059417,-0.187192,1.397659,-0.112785,1.115819,-0.114142,0.494533,1.807258,0.799593,-1.453334
2411,0.807615,0.976619,-0.946277,1.382617,-1.218844,0.010183,-0.28487,-0.099006,0.239905,-0.475437,0.127507,-2.8036,-0.532348,-0.166323,-0.240515,-0.800764,-1.437995,-1.197221,0.812257,-0.517686,-0.985246,0.495114,-0.973298,0.648032,1.116821,-0.439344,-1.503958,0.898858
2412,-4.515894,-2.720204,-1.439181,3.502275,-1.76713,0.368806,3.449916,-0.947442,-2.632769,-0.552573,1.090533,-4.097597,-0.206177,-0.388644,-2.470653,-4.416537,-3.469964,-0.186863,2.581035,-2.218342,-1.5561,2.989957,0.318171,3.727519,2.225959,0.364177,0.553816,-0.508532
2413,1.204093,-1.55503,-0.057669,-1.369577,-0.924635,0.767391,-0.672279,-1.201117,0.128251,0.317865,-1.713355,-0.201843,-0.876162,-1.006281,1.428795,0.841971,-0.830972,-0.318058,-0.660329,-0.628682,-1.021301,-0.0611,-1.905517,-0.866194,-0.779597,0.067729,-1.150222,1.457152
2414,-2.983944,-0.696155,-0.677296,0.963031,0.155712,0.370922,1.677164,-0.972354,-0.977524,-0.570815,-4.460456,-2.913639,-3.522172,-2.490023,-5.046246,-5.857546,-5.481708,-2.737363,-4.221139,-5.087377,0.833664,0.399587,0.620184,0.71088,0.986315,-0.38858,1.854214,-0.413836
2415,2.523372,0.209328,0.635139,-0.06432,-1.457409,1.328587,0.3738,0.022411,-0.513333,0.081187,0.147407,-0.261226,-0.815897,0.363976,2.230928,1.328801,-1.527442,-1.905595,0.500562,-0.440221,-0.672624,-1.591404,-1.64657,-0.876611,-0.33116,-2.427825,-1.465786,1.040713
2416,3.398902,-1.562144,0.062445,0.477003,-1.975564,-0.519799,-1.398215,-1.186674,0.554367,0.732643,-1.871988,-3.381555,-2.963921,-1.942699,1.37448,0.692671,-1.225316,-2.083049,-0.473112,-0.002806,-1.146184,-0.5119,-1.651255,0.152131,-1.03889,0.107144,-3.560268,1.359875
2417,-0.972572,0.410822,1.041283,-0.921313,2.706592,-1.568708,-2.348181,0.413496,0.425285,1.213179,-1.282495,1.978077,-0.749032,-0.855754,-0.626923,0.035652,2.066651,2.080172,-0.864685,0.246887,1.565121,-0.109165,2.221506,-0.717488,-0.750586,4.074296,0.81013,-1.330702
2418,1.123038,1.931551,-0.049899,-1.19283,0.348093,0.900262,-0.47565,-0.003684,0.051374,-0.872819,1.633042,1.309288,0.547357,-0.065646,0.345685,0.618747,0.140784,0.115528,0.464023,0.675576,-1.199395,-0.358006,-0.268474,-0.807247,-0.439306,-2.083696,0.478325,0.37157
2419,0.506513,1.521005,0.978123,3.149644,-1.173861,-0.313104,1.908582,1.457283,0.35681,-1.29093,1.347918,-0.243511,0.996164,1.761479,0.391279,0.856318,-1.394645,-2.304616,1.170055,0.426549,1.274133,-0.144264,-1.060163,-1.063887,2.175701,-3.158605,-1.976014,1.200241
2420,3.457096,-1.405636,0.453744,-2.225143,-0.413842,-1.119233,-2.740272,-0.336231,0.850651,1.478063,-2.724288,-0.935227,-2.820615,-1.726711,2.090983,1.863072,0.205609,-1.378279,-1.474454,0.074006,-0.962385,-2.332954,-1.456216,-1.738099,-2.336584,0.988353,-2.797184,1.375017
2421,1.585662,-3.037243,0.128832,-2.388433,-1.481109,2.40019,-1.505249,-2.328819,-0.869981,1.505013,-1.960668,-0.578753,-2.6416,-1.374762,3.53041,-0.448364,-1.156142,-0.750395,-1.772246,-0.904464,-2.407175,-0.930517,-1.622675,-0.455862,-1.969613,0.102749,-0.322196,1.43667
2422,-0.611564,1.410428,0.098215,0.480747,1.131821,-0.91783,-0.535868,0.841586,0.653042,-0.43188,0.688093,1.195989,1.751409,0.548356,-1.348541,0.759547,2.322655,0.641879,-0.193775,0.771108,0.89051,-0.458259,1.210086,-0.572652,0.466332,0.591404,0.969983,-1.186819
2423,2.426668,1.386392,0.976808,0.333914,0.232023,-2.06474,-0.545817,1.404602,1.422406,-0.138327,-0.091137,0.0098,0.079164,0.134802,1.357053,1.941245,0.336006,-1.551134,-0.465436,0.535554,1.048071,-1.55322,-0.461979,-1.335661,-0.115512,-1.151621,-2.161379,-0.035843
2424,-1.244763,-1.895064,-0.749308,-0.948764,0.2586,1.353089,0.368192,-1.208517,-0.836209,0.6264,0.083364,-0.282037,0.125846,-0.426889,0.016475,-1.590056,0.060869,1.208211,-0.667905,-0.764705,-0.877808,0.274477,-0.11042,1.313658,-0.469467,0.388493,1.314631,0.64959
2425,1.147912,0.551579,-0.797169,-1.607464,0.048581,0.71341,-0.9099,0.000174,0.094249,-0.331638,0.964741,0.063425,-0.633027,-0.771904,-0.348203,0.357788,0.952743,0.837755,0.048566,0.352678,-0.773821,-0.528932,0.403632,-0.089281,-0.904749,-0.055304,1.177944,-0.396135
2426,2.451752,-0.358596,0.682246,-2.795869,1.000065,-1.223075,-3.42376,-0.087937,1.445144,1.257565,-2.498553,0.197784,-1.809594,-1.884258,1.496844,2.276063,2.257734,0.522177,-1.768502,0.502895,0.106666,-1.679402,0.461221,-1.467039,-2.994845,2.566244,-0.010333,-0.135743
2427,1.210495,-1.112744,0.714161,0.252282,-0.973136,-0.945439,-1.066195,-0.14994,1.151771,0.7068,-1.414675,-1.5282,-1.676427,-1.343706,1.02813,0.296728,-0.359672,-1.715335,-0.596043,0.195967,-0.248829,-0.449961,0.236306,-0.500834,-0.700593,0.203829,-1.08564,0.64438
2428,-2.301713,-0.335266,-1.052373,-0.998254,1.604127,1.375615,0.00904,-0.003186,-0.686485,-0.355546,0.569599,1.225441,0.812749,0.244697,-1.51586,-1.589274,1.168184,2.456441,-0.325076,0.048388,-0.477052,1.156076,1.524854,1.119229,-0.215447,1.983949,3.338444,-1.265268
2429,-2.847234,1.943607,1.176711,2.448227,1.175016,-3.810318,0.768723,1.623036,1.03985,0.214496,-0.558979,2.451078,2.593491,1.317473,-1.884747,0.269758,1.713659,2.377617,-0.739994,1.552971,3.892197,0.815455,4.751923,-0.869066,1.301344,3.043458,0.559669,-2.306087
2430,3.440229,2.473461,1.730751,-0.228239,1.045391,-3.532972,-3.401921,2.217837,3.431004,1.152521,-1.027029,2.208374,-0.202404,-0.543414,0.508713,2.748726,1.778639,-0.415093,-0.862182,2.328273,2.701002,-2.300358,0.620487,-3.021836,-1.432205,1.360626,-2.01357,-0.594691
2431,0.678991,1.064258,0.514366,-0.321498,1.694375,-2.439377,-1.082035,1.910429,2.069951,0.607374,-1.678845,1.111475,0.267127,-0.954195,-0.791054,1.197069,1.363411,0.671687,-1.16229,1.213308,1.914052,-0.933747,2.264833,-0.356102,-0.756647,3.611422,-0.064578,-1.751381
2432,-1.766737,-1.31166,-0.749196,-0.794628,0.908127,0.420002,-0.576433,-0.486909,-0.823749,0.624582,0.10107,1.191893,0.305275,-0.115297,-0.770062,-1.030749,1.466133,2.733166,-0.965376,-0.661894,0.154603,0.400881,0.569539,0.501251,-0.112406,1.826648,2.224743,-0.7069
2433,-3.056363,1.932072,-0.899954,-0.906526,1.76641,2.517458,2.97144,-0.052493,-1.321949,-1.757416,2.772121,3.479558,3.170502,2.085956,-1.51888,-1.059582,1.649929,2.168335,0.410049,0.700137,0.851555,1.110366,0.579778,0.451304,0.562292,-1.326846,3.690542,-1.410792
2434,1.646563,-2.597076,0.288159,-0.743676,-1.772406,1.570691,0.245997,-1.169326,-0.940764,0.560615,-0.489172,-0.861152,-1.403919,-0.827257,1.5539,-0.430451,-1.930666,-0.933327,0.009025,-1.665267,-0.684,-0.60876,-1.622462,-0.044185,-0.729412,-0.648784,-1.094215,0.891153
2435,1.762488,2.052482,1.655785,-0.190551,1.739455,-4.166552,-2.177538,2.623801,2.70732,0.744928,-1.925649,2.756293,0.094777,-0.493333,-0.618104,3.024282,2.941724,0.554781,-1.278054,1.9638,3.403376,-1.640943,2.388602,-2.722351,-0.139296,2.518024,-1.39857,-1.371935
2436,-0.157913,-0.981894,-1.751898,-1.031039,-1.289892,3.663259,0.864328,-1.386607,-1.504424,-0.249573,1.21411,-1.788684,0.198894,0.424223,1.571303,-0.746346,-1.702556,-1.029651,1.392464,-0.322291,-3.026255,-0.180104,-1.976183,0.454521,0.363947,-2.407822,0.816636,1.296567
2437,3.156638,1.588763,-0.53725,-1.882021,0.516863,-0.364827,-2.772822,0.35346,0.959862,0.362798,-0.255337,0.229936,-0.157815,-0.562091,0.409465,1.608616,1.357846,-0.17922,-0.288393,0.843668,-0.045826,-0.702912,-0.704425,-1.329606,-1.320747,0.199515,-1.311359,-0.200331
2438,-1.52204,1.162777,2.211779,0.940048,-0.307875,-0.805188,1.094471,-0.562743,0.324194,-0.137865,-0.145354,2.388885,0.798648,2.719582,0.302712,0.806891,-0.070584,0.627591,-1.223928,0.645432,2.414659,-0.379204,0.543252,-1.695761,0.725757,-0.555451,0.066882,-0.47971
2439,-6.243345,-0.415386,0.847131,2.078726,2.82661,-2.254193,1.392197,0.454996,-0.656983,0.433176,-0.081367,3.207854,3.277827,1.380252,-3.466571,-1.948593,1.604418,2.73296,-0.72155,0.012104,3.850356,1.921433,4.651661,0.035051,2.011967,4.611958,2.875171,-2.544443
2440,1.129989,-0.617489,1.244776,0.803158,-1.564267,-0.124567,1.579639,-0.738825,-0.432532,0.583248,-0.736817,-0.814272,-1.11817,0.355554,1.863031,0.858529,-1.995186,-2.121616,0.202067,-0.45463,-0.959645,-0.220585,-1.392852,-0.733183,0.147569,-2.262503,-1.585532,0.88944
2441,0.225423,0.81419,-0.331264,-2.342259,1.50011,1.777784,-0.708451,-0.773116,0.143433,-0.629571,1.039978,2.14826,0.732454,0.676752,0.347647,0.257394,1.556679,0.480426,0.060826,0.280872,0.044358,0.203381,-0.187468,-0.370138,-0.273018,0.164318,1.66357,-1.184876
2442,2.760195,-0.954405,-0.868212,1.801445,-4.757549,2.385342,1.059053,-0.725164,-0.340869,-0.530394,0.593497,-5.51647,-2.818899,-0.556457,1.805936,-0.38783,-4.659072,-4.030339,1.811598,-0.927172,-3.043528,0.12826,-3.201193,0.385676,0.882374,-4.243587,-3.44197,3.942566
2443,0.404156,-0.260927,-2.408914,-1.752647,1.412459,0.023529,-4.608556,1.223611,0.950685,0.303358,-0.130203,-2.201914,-0.412076,-3.060048,-2.630959,-0.622252,2.641541,2.842912,0.138539,0.097274,-0.91171,0.806553,2.212598,0.898189,-1.285351,5.44363,0.818612,-1.943637
2444,-5.883485,-2.26602,-1.473096,1.011981,2.315131,-1.941011,0.164997,-0.278918,-0.827826,1.028803,-0.819434,-1.28537,1.505162,-1.763193,-3.873591,-4.386951,0.818629,4.490262,-0.318019,-0.862272,0.733793,2.514562,4.25788,3.269272,0.234381,6.650229,2.631443,-3.269427
2445,1.749724,1.849731,-1.543897,-3.63292,1.579619,2.384232,-2.762623,0.499134,0.160502,-1.337751,1.246921,0.549447,-0.035625,-0.628116,-0.096915,0.956285,1.636196,0.648109,0.017327,1.346015,-2.138459,-0.884676,-0.611054,0.462743,-1.216438,-0.480918,1.565435,0.176623
2446,2.758533,4.256587,-0.006014,-0.298775,2.85702,-3.539514,-4.250873,3.138345,2.848218,0.149243,0.17436,1.790949,0.684796,-1.211769,-3.698273,2.579609,3.546947,1.601757,-0.017725,1.296008,1.953388,-1.437748,3.668132,-0.592679,-0.638903,3.96062,-0.607906,-2.582905
2447,-0.729662,-3.985888,2.371402,3.199563,-2.163733,-1.739053,2.053364,-1.086299,-0.307583,1.806757,-3.075368,-1.754006,-2.48778,-0.142185,2.177933,-0.185213,-2.747038,-1.943813,-1.04166,-1.533361,2.006086,0.184742,-0.87007,-0.334524,0.711605,0.457337,-2.960958,2.32344
2448,1.415156,-0.381037,-0.086077,-1.665523,-0.088914,1.44012,-1.267106,-0.868032,-0.735406,-0.018291,0.060348,-0.139416,-0.572435,-0.626414,1.661507,0.217914,-0.265782,-0.579124,-0.235009,-0.127821,-1.333658,-0.217799,-1.266477,-0.277918,-0.431335,-0.71079,0.600002,0.953022
2449,-0.413017,0.199992,0.183296,1.882005,-0.435841,-1.461806,0.084091,0.392997,0.267974,-0.358143,0.535762,-0.759413,1.174509,-0.257831,-1.085632,-0.148345,-0.335317,-0.436337,0.507562,0.02822,0.978905,0.663028,0.168705,-0.014987,0.927459,1.034354,-1.022364,0.066501
2450,8.056762,1.60268,-0.062466,-6.81603,0.65537,0.892354,-7.086321,1.02196,2.810828,0.619737,-1.09275,1.057639,-2.88865,-2.205085,2.673287,4.790086,3.955313,-0.09746,-2.09692,2.225177,-1.783475,-4.341019,-1.980019,-3.852555,-4.189187,0.004095,-1.43212,0.805833
2451,-0.603825,2.146417,-0.356576,1.407647,0.533257,-1.114389,0.436732,0.749208,0.482217,-0.491326,0.894837,0.046723,1.491938,0.778578,-1.327231,-0.317413,0.454161,0.10484,0.511228,-0.175698,0.53549,0.173039,0.911188,0.378235,1.345907,0.292673,-0.742613,-0.371056
2452,4.465775,2.817759,1.127781,-2.052621,1.209798,-1.134625,-3.207445,1.493849,2.674407,-0.098707,0.031878,0.892273,-0.869581,-0.649816,0.207518,3.651684,1.546238,-1.443168,-0.763072,1.526083,0.005263,-1.937675,-0.372764,-2.810641,-1.511831,0.027996,-2.457243,-0.435075
2453,-0.346172,-2.622178,1.20215,0.317628,0.059485,-0.596232,0.378233,-1.603008,-0.257069,1.346106,-2.086988,-0.658751,-1.201728,-0.699298,0.420357,-0.685492,-1.0874,0.371205,-1.465029,-0.517691,0.109744,0.109099,0.370975,0.265312,-0.298082,1.673003,-0.8591,0.968055
